date,INSTRUMENT_1_trend4,INSTRUMENT_1_trend8,INSTRUMENT_1_trend16,INSTRUMENT_1_trend32,INSTRUMENT_2_trend4,INSTRUMENT_2_trend8,INSTRUMENT_2_trend16,INSTRUMENT_2_trend32,INSTRUMENT_3_trend4,INSTRUMENT_3_trend8,INSTRUMENT_3_trend16,INSTRUMENT_3_trend32,INSTRUMENT_4_trend4,INSTRUMENT_4_trend8,INSTRUMENT_4_trend16,INSTRUMENT_4_trend32,INSTRUMENT_5_trend4,INSTRUMENT_5_trend8,INSTRUMENT_5_trend16,INSTRUMENT_5_trend32,INSTRUMENT_6_trend4,INSTRUMENT_6_trend8,INSTRUMENT_6_trend16,INSTRUMENT_6_trend32,INSTRUMENT_7_trend4,INSTRUMENT_7_trend8,INSTRUMENT_7_trend16,INSTRUMENT_7_trend32,INSTRUMENT_8_trend4,INSTRUMENT_8_trend8,INSTRUMENT_8_trend16,INSTRUMENT_8_trend32,INSTRUMENT_9_trend4,INSTRUMENT_9_trend8,INSTRUMENT_9_trend16,INSTRUMENT_9_trend32,INSTRUMENT_10_trend4,INSTRUMENT_10_trend8,INSTRUMENT_10_trend16,INSTRUMENT_10_trend32
2017-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-26,0.009587463548338414,,,,0.024651878209932924,,,,0.09703039856242159,,,,0.14255350665331087,,,,0.01431784200569718,,,,0.005649614367311372,,,,0.0658041415516549,,,,-0.01894372201132209,,,,0.0001117685076676863,,,,6.89262470928665e-05,,,
2017-01-27,-0.0028242140685027723,,,,0.021068756377093937,,,,0.059100333669838676,,,,0.18033877347707974,,,,0.046808329634012116,,,,0.0542362979261927,,,,0.07080011759136831,,,,-0.09426756905634,,,,8.067038294471546e-05,,,,0.00011487707848816886,,,
2017-01-30,0.00765510655409972,,,,0.022358680236915854,,,,0.03263749769826881,,,,0.15972862793684192,,,,-0.07654538610738379,,,,-0.06553552666081544,,,,0.03882587093720201,,,,-0.11907482407116694,,,,4.372211594713992e-05,,,,0.00027570498837155305,,,
2017-01-31,0.01531021310819944,,,,0.02379192897005151,,,,0.09438411496526454,,,,0.23873418584108647,,,,-0.08866048318912792,,,,-0.06892529528120259,,,,0.037112964866443034,,,,-0.13350813607979292,,,,-3.23297336228891e-05,,,,0.00033697276356521697,,,
2017-02-01,0.018283070022412962,,,,0.02192870561697525,,,,0.08291688604425086,,,,0.22155906455755484,,,,-0.11894822589348823,,,,-0.09717336711776106,,,,0.008564530353794685,,,,0.0802852980479838,,,,-7.020170729542432e-05,,,,0.00033697276356521697,,,
2017-02-02,0.01620207018246352,,,,0.021713718307004897,,,,0.07497803525278035,,,,0.19407887050390457,,,,-0.09692077665395381,,,,-0.08022452401582533,,,,0.0051387182122767305,,,,0.11997690607170591,,,,-3.325344029782078e-05,,,,0.00039824053875888094,,,
2017-02-03,0.003047178337068792,,,,0.012970901034877523,,,,0.019406079712484817,,,,0.1030507277011886,,,,-0.12996195051325585,,,,-0.09604344424429974,,,,0.006994366455599024,,,,-0.031572870018870144,,,,-3.325344029782078e-05,,,,0.00031399734786760933,,,
2017-02-06,0.006465963788414142,,,,0.012469263978280099,,,,0.020288174244870293,,,,0.08931063067436318,,,,-0.08150156218627855,,,,-0.0621457580404283,,,,0.023552458472935134,,,,-0.07893217504717505,,,,-5.0803867121662865e-05,,,,0.0003139973478675658,,,
2017-02-07,0.0038647139884776,,,,0.015622411191178482,,,,0.020288174244869665,,,,0.09618067918777619,,,,-0.08755911072715139,,,,-0.058755989420041156,,,,0.014131475083760957,,,,0.025258296015096115,,,,-0.00011792655216727755,,,,0.00032165581976676837,,,
2017-02-08,0.009736106394049164,,,,0.017198984797627673,,,,0.04057634848973996,,,,0.12366087324142584,,,,-0.14593185121191898,,,,-0.11412221021969678,,,,0.00014274217256331575,,,,0.02841558301698281,,,,-0.00015518272138983965,,,,0.0003293142916660144,,,
2017-02-09,0.016945284411016847,,,,0.01798727160085227,,,,0.07144965712323782,,,,0.18549130986213874,,,,-0.07709607233837244,,,,-0.02259845746924709,,,,0.018270998088095087,,,,0.13711646408195008,,,,-0.0001530274058149897,,,,0.0003216558197668119,,,
2017-02-10,0.019918141325230156,,,,0.019420520333987824,,,,0.05027938834598206,,,,0.18892633411884557,,,,-0.00715892100284859,,,,0.0779646782689011,,,,0.04210894090615665,,,,0.07622592904555815,,,,-0.00013794019679098414,,,,0.00034463123546446306,,,
2017-02-13,0.014566998879646112,,,,0.020710444193809945,,,,0.019406079712484193,,,,0.1511410672950761,,,,0.0402000948621514,,,,0.09265367562391259,,,,0.0348290901054312,,,,-0.07126447804259224,,,,-0.00016103286366447235,,,,0.00031399734786760933,,,
2017-02-14,0.019992462748085638,,,,0.021427068560377724,,,,0.015877701582941668,,,,0.10648575195789481,,,,0.06167685787069717,,,,0.0768347553954398,,,,0.03454360576030477,,,,-0.031121829018600985,,,,-0.0001514878946900849,,,,0.0003522897073636221,,,
2017-02-15,0.019397891365242847,,,,0.018847220840733685,,,,0.022934457842027342,,,,0.09618067918777619,,,,0.035794605014244515,,,,0.0542362979261927,,,,0.02897666103033829,,,,-0.007667697004582154,,,,-0.00012377669444188226,,,,0.0002986804040691607,,,
2017-02-16,0.012634641885407418,,,,0.01304256347153424,,,,-0.012349323453399145,,,,0.08931063067436318,,,,0.09471803172999999,,,,0.10282298148507242,,,,0.04710491694587006,,,,0.06855823204097472,,,,-5.7577716071227244e-05,,,,0.00020677874127868654,,,
2017-02-17,0.02244506970231164,0.024154462427984528,,,0.016912335051000503,0.04536232240374287,,,0.023816552374412815,0.11643647827490577,,,0.12881340962648544,0.293694573948387,,,0.06277823033267448,0.05451793686784858,,,0.0700552181546655,0.09830328999122397,,,0.050816213432514246,0.10063323165708608,,,-0.07667697004582731,-0.09020820005391433,,,-3.787197367250722e-05,-4.9264355996786054e-05,,,0.00016082790988338418,0.0003829235949604758,,
2017-02-21,0.0308433904849649,0.017168248679582866,,,0.018417246220792976,0.04249582493747166,,,0.023816552374412815,0.07497803525278035,,,0.13053092175483885,0.28682452543497455,,,0.006608234771860719,0.10848518750470929,,,0.014688997355009888,0.1310710533216325,,,0.049246049534318784,0.10534372335167308,,,-0.008118738004851956,-0.12538939807494098,,,-3.817987589752179e-05,-7.081751174536945e-05,,,2.2975415697651187e-05,0.00046716678585179095,,
2017-02-22,0.04786299631883701,0.02705299791934257,,,0.030313210705818733,0.041205901077649536,,,0.07409594072039424,0.055571955540296154,,,0.20438394327402318,0.2559093071246181,,,-0.0005506862309878715,-0.040750781093139274,,,-0.004519691493848455,-0.011299228734622744,,,0.049817018224571644,0.0678025319675403,,,0.02841558301698345,-0.1267425210757491,,,-3.6640364772588974e-05,-8.005457849474233e-05,,,8.42431908912716e-05,0.0005743853924407137,,
2017-02-23,0.0468224963988624,0.027944854993606858,,,0.03181812187561111,0.03683449244158575,,,0.07762431884993677,0.0820347915118654,,,0.17346872496366733,0.32804481651544964,,,-0.009912352157791078,0.006057548540872064,,,0.0011299228734629166,0.033897686203869834,,,0.03625651183106354,0.0842178818123131,,,0.03202391101913931,-0.06494990403881822,,,-1.5703013473978703e-05,-8.990744969411634e-05,,,0.0001761448536818328,0.0005437515048439035,,
2017-02-24,0.04860621054739034,0.0407281397247246,,,0.02981157364922121,0.03884104066797575,,,0.04763310474882563,0.10673343841866369,,,0.14942355516672268,0.3503724741840403,,,0.05231519194389553,-0.05616999556081376,,,0.0542362979261927,-0.02711814896309555,,,0.03540005879568425,0.05938074378630893,,,-0.033377034019948716,0.0036083280021564964,,,2.463217799836502e-06,-0.00010807368096793155,,,0.00027570498837155305,0.0004978006734486011,,
2017-02-27,0.057004531330043386,0.047045460667428415,,,0.03489960665185277,0.04013096452779787,,,0.05998242820222415,0.09879458762719316,,,0.18549130986213935,0.3246097922587434,,,0.04460558471005829,-0.09031254188209309,,,0.04519691493849418,-0.06553552666081544,,,0.027263754959579313,0.054384767746595515,,,0.009922902005931166,0.11185816806685396,,,-5.018806267171774e-05,-7.143331619534258e-05,,,0.0003216558197668119,0.0004212159544565321,,
2017-02-28,0.04533606794175553,0.050910174655905804,,,0.032821395988806054,0.043284111740696254,,,0.04145844302212543,0.09350202043287906,,,0.17003370070696114,0.3074346709752118,,,0.05616999556081454,-0.1305126367442437,,,0.05536622079965401,-0.1005631357381482,,,0.025550848888820338,0.05681138468017067,,,-0.06540094503908803,-0.003157287001886694,,,-5.0803867121690865e-05,-6.989380507040975e-05,,,0.00026804651647230695,0.00039824053875888094,,
2017-03-01,0.04882917481595657,0.05328846018727654,,,0.028664974662712724,0.044287385853891206,,,0.08379898057663634,0.09791249309480705,,,0.18377379773378597,0.2627793556380305,,,0.040750781093139274,-0.09141391434406962,,,0.03163784045694561,-0.06101583516696538,,,0.017985513742968657,0.059808970303998676,,,0.053222838031809126,-0.04690826402803574,,,-3.47929514227256e-05,-6.650688059564156e-05,,,0.00022975415697625067,0.0004901422015493986,,
2017-03-02,0.05053856754162903,0.05247092453586794,,,0.027231725929577066,0.04543398484039969,,,0.055571955540296154,0.0679212789936953,,,0.14427101878166368,0.24560423435449888,,,0.06277823033267448,-0.03524391878325586,,,0.0621457580404283,-0.004519691493848455,,,0.032116988826729614,0.049531533879445214,,,0.0960717330574192,-0.008118738004852598,,,2.7711200248202656e-05,-0.00011546333436744106,,,0.00025272957267390183,0.0005973608081383214,,
2017-03-03,0.0512074603473273,0.06674063772409256,,,0.02680175130963636,0.052098591449480446,,,0.05027938834598206,0.10055877669196411,,,0.09446316705942218,0.3091521831035652,,,-0.04350421224808098,-0.1013262665018607,,,-0.021468534595785783,-0.06892529528120259,,,0.013703248566071417,0.02740649713214263,,,0.08479570805067992,0.038338485022913975,,,4.2182604822235105e-05,-0.0002053707840615574,,,0.0001914617974802379,0.0006509701114328262,,
2017-03-06,0.03842417561620935,0.06228135235277238,,,0.020997093940437018,0.050808667589658324,,,0.025580741439183763,0.11290810014536326,,,0.017175121283531027,0.3555250105690999,,,0.0402000948621514,-0.0209260767775579,,,0.0384173776977199,0.03276776333040692,,,0.028120207994958804,0.04382184697691542,,,0.03473015702075684,0.07171551904286205,,,2.463217799836502e-05,-0.00020383127293668057,,,0.00013019402228657396,0.0005897023362391188,,
2017-03-07,0.05380871014726385,0.06874731614118673,,,0.02780502542283141,0.04808549499670055,,,0.06174661726699573,0.1340783689226184,,,0.05152536385059491,0.3727001318526315,,,-0.04735901586499999,0.03359186009029068,,,-0.03615753195079406,0.10960251872584671,,,0.021125841539359983,0.06009445464912531,,,-0.03743640302237437,0.12944876707736727,,,3.0174418048039158e-05,-0.00017273314821370975,,,0.00016082790988338418,0.0005743853924407137,,
2017-03-08,0.03604589008483862,0.06510556642127514,,,0.018488908657449694,0.047942170123387015,,,0.01323141798578462,0.07497803525278035,,,-0.06526546087741912,0.29541208607673974,,,-0.04956176078895304,0.10297832519482587,,,-0.051976452179268474,0.1547994336643409,,,0.01170485815018601,0.06694607893216081,,,-0.055478043033157495,0.024807255014826956,,,3.47929514227256e-05,-0.0001333216634162697,,,0.00016848638178263025,0.0005667269205415112,,
2017-03-09,0.0308433904849649,0.07119992309541294,,,0.01698399748765732,0.04822881987001408,,,0.047633104748825005,0.06615708992892372,,,-0.027480194053650864,0.20094891901731698,,,0.002753431154941705,0.018172645622616192,,,0.002259845746925833,0.05536622079965401,,,0.008850014698920912,0.04824685432637618,,,-0.033828075020217875,0.053673879032078924,,,2.8634906923134344e-05,-0.0001093052898678498,,,0.0002833634602707121,0.0005437515048438599,,
2017-03-10,0.018357391445268233,0.057822066981452196,,,0.009889416258635857,0.0398443147811707,,,0.015877701582941668,0.048515199281211105,,,-0.06870048513412533,0.11335580047130722,,,0.0,0.07599469987639591,,,0.02259845746924549,0.09265367562391259,,,-0.009849209906863717,0.05709686902529709,,,-0.03021974701806138,0.027062460016174687,,,8.52889163194019e-05,-9.914451644351722e-05,,,0.00024507110077474285,0.00042887442635573467,,
2017-03-13,0.014715641725356651,0.06644335203267127,,,0.008671154835470554,0.04084758889436565,,,-0.01058513438862757,0.04939729381359658,,,-0.042937803208828486,0.1408359945249581,,,-0.04185215355511658,0.04735901586499999,,,-0.040677223444644126,0.06666544953427836,,,-0.03225973099929273,0.06823075848523004,,,-0.0514186740307312,0.031121829018600344,,,4.895645377179949e-05,-2.740329802318809e-05,,,0.0002450711007746993,0.0003676066511620707,,
2017-03-14,0.009661784971193896,0.05849095978715026,,,0.006234631989140049,0.03540124370845019,,,-0.014995607050556194,0.037047970360197434,,,-0.07385302151918494,0.06354794874906633,,,-0.1002248940398834,0.013216469543721437,,,-0.10734267297892248,0.01807876597539703,,,-0.036684738348753285,0.06252107158270026,,,-0.2602506571555427,-0.1321550130789848,,,0.00014286663239065716,-3.079022249781626e-06,,,0.00015316943798418162,0.0003293142916660144,,
2017-03-15,0.0022296426856601944,0.0616867809699298,,,0.002579847719644141,0.0354012437084503,,,-0.012349323453399145,0.07144965712323782,,,-0.17690374922037355,0.10305072770118799,,,-0.13216469543720968,0.009361665926802423,,,-0.1310710533216325,0.016948843101935722,,,-0.046248463910490575,0.058096064233239694,,,-0.3644411282178145,-0.041946813025069835,,,0.00014225082794068402,-9.54496897438745e-06,,,0.00015316943798418162,0.00030633887596836324,,
2017-03-16,0.009215856434061856,0.06622038776410524,,,0.006162969552483231,0.04020262696445459,,,0.026462835971569867,0.08997364230333592,,,-0.13224843388319227,0.13568345813989785,,,-0.12390440197238378,-0.0005506862309878715,,,-0.12768128470124374,0.01807876597539703,,,-0.045106526529984654,0.03996780831770792,,,-0.3865421372310226,-0.0018041640010779277,,,0.0001397876101408755,4.864855154681293e-05,,,6.126777519366395e-05,0.0003293142916660144,,
2017-03-17,0.008992892165495625,0.06153813812421905,,,0.010749365498517271,0.04048927671108166,,,0.04145844302212606,0.0670391844613092,,,-0.058395412364007325,0.13053092175483885,,,-0.17401684899232547,-0.05176450571290766,,,-0.1853073512478236,-0.03954730057118121,,,-0.05966622813143556,0.003996780831770813,,,-0.4505899592693019,-0.01939476301159189,,,9.668129864368073e-05,3.325344029782078e-05,,,3.063388759685374e-05,0.0004212159544565321,,
2017-03-20,0.0011891427656853667,0.058267995518584234,,,0.006951256355707827,0.03604620563836126,,,0.039694253957353855,0.03263749769826944,,,-0.024045169796944047,0.07557053364753774,,,-0.20926076777558134,-0.04790970209598786,,,-0.2248546518190048,-0.05310637505272978,,,-0.079364647945163,-0.0012846795530690304,,,-0.4573555742733457,-0.29362769117549137,,,9.175486304397972e-05,0.00014532985019049364,,,-4.5950831395258837e-05,0.00042887442635573467,,
2017-03-21,0.012337356193985917,0.059234174015703585,,,0.011537652301741867,0.03747945437149691,,,0.10320506028912053,0.047633104748825005,,,0.13911848239660468,0.008587560641765819,,,-0.11399204981459349,-0.08755911072715139,,,-0.09152375275044808,-0.08587413838313832,,,-0.0406815191805243,-0.01898470895091126,,,-0.3924056702345275,-0.35451822621188334,,,0.00011115270321774118,9.206276526896628e-05,,,-0.00010721860658892278,0.0004748252577509935,,
2017-03-22,0.013377856113960534,0.054551924375817386,,,0.013615862964788584,0.038984365541289284,,,0.13143208532546136,0.0679212789936953,,,0.22671160094261505,0.03778526682376887,,,-0.15969900698662828,-0.06773440641156923,,,-0.116382055966621,-0.07231506390158973,,,-0.03540005879568425,-0.01955567764116432,,,-0.39195462923425767,-0.45194308227011065,,,0.00011977396551716894,8.898374301918466e-05,,,-0.00010721860658892278,0.0003293142916659709,,
2017-03-23,-0.01077660631402378,0.057822066981452196,,,0.0037264467061526255,0.039414340161229994,,,0.09614830403003549,0.1252574235987624,,,0.13053092175483824,0.12537838536977863,,,-0.03634529124523317,-0.1332660678991862,,,-0.003389768620387144,-0.15366951079087798,,,-0.02926214537546472,-0.041680714388466905,,,-0.38564005523048367,-0.39736712123749274,,,0.00013732439234101103,6.188834722095513e-05,,,-0.00013785249418577652,0.0002603880445731044,,
2017-03-24,-0.0029728569142135224,0.0517277103073144,,,0.009101129455411363,0.034182982285284894,,,0.11643647827490577,0.09526620949765001,,,0.29541208607674035,0.12022584898471964,,,0.006057548540872064,-0.14648253744290685,,,0.05762606654657985,-0.1627088937785765,,,-0.0008564530353794889,-0.04724765911843338,,,-0.32339639719328234,-0.3612838412159265,,,0.00011854235661722268,0.00011946606329218238,,,-6.892624709291003e-05,0.000206778741278643,,
2017-03-27,-0.024005819582273987,0.06354481654131322,,,-0.006019644679169696,0.03833940361137823,,,0.06792127899369467,0.15348444863510258,,,0.18892633411884557,0.23358164945602686,,,0.034142546321278555,-0.15749626206267445,,,0.0847442155096754,-0.11299228734623386,,,0.014845185946577334,-0.026978270614452887,,,-0.4248806222539366,-0.30760996218384756,,,6.158044499596856e-05,0.00015333530803997628,,,-0.00016848638178258672,8.424319089131512e-05,,
2017-03-28,-0.01545885595391019,0.05180203173016988,,,0.00164823604310601,0.0346129569052256,,,0.08291688604425086,0.15701282676464512,,,0.21468901604414242,0.24388672222614607,,,0.08260293464825585,-0.11949891212447689,,,0.10960251872584671,-0.0779646782689011,,,0.030261340583407525,-0.007279850800725453,,,-0.4176639662496236,-0.35722447221350084,,,1.5703013473978703e-05,0.00014440614351553396,,,-0.00016848638178263025,2.2975415697651187e-05,,
2017-03-29,-0.012560320462551938,0.04303210383324007,,,0.0010032741131949495,0.03153147212898404,,,0.1102618165482062,0.1578949212970312,,,0.2095364796590828,0.18205628560543316,,,0.08921116942011657,-0.08370430711023316,,,0.11412221021969517,-0.03954730057118121,,,0.041395230043340274,-0.008136303836104739,,,-0.45374724627118923,-0.423076458252858,,,3.787197367250722e-05,0.00016749881038905016,,,-0.00013785249418577652,2.2975415697607653e-05,,
2017-03-30,-0.010999570582589801,0.03307303317062509,,,0.001218261423165303,0.027590038112861058,,,0.1393709361169325,0.1296678962606904,,,0.27823696479320814,0.23014662519932125,,,0.13767155774709308,-0.04350421224808098,,,0.1559293565378022,0.005649614367311372,,,0.054384767746595314,0.01084840511480652,,,-0.2083809421245423,-0.37887444022643985,,,-4.7724844871881236e-05,0.00015333530803994828,,,-0.0002220956850770481,9.956013468972024e-05,,
2017-03-31,-0.014492677456790842,0.006837570902690911,,,0.002006548226389899,0.010964352808487624,,,0.134078368922619,0.11555438374251968,,,0.3039996467185062,0.1614461400651947,,,0.20430459169668658,0.03689597747622026,,,0.21242550021092074,0.08700406125660123,,,0.07237028148956397,0.023695200645498245,,,-0.17635703110540238,-0.4587086972741545,,,-2.832700469814778e-05,9.021535191910291e-05,,,-0.00018380332558103535,0.00011487707848812533,,
2017-04-03,-0.008546963628363798,0.0028985354913580418,,,0.003654784269495909,0.011537652301741867,,,0.11820066733967673,0.09879458762719254,,,0.2576268192529709,0.1459885309100171,,,0.15033734105982507,0.08260293464825585,,,0.15140966504395376,0.1322009761950922,,,0.061950102892447394,0.020412130676543808,,,-0.04916346902938347,-0.447883713267685,,,-2.7403298023216092e-05,0.0001009919297933806,,,-2.2975415697607653e-05,7.658471899211258e-05,,
2017-04-04,-0.008249677936942298,0.002155321262804714,,,0.006306294425796868,0.009674428948665503,,,0.09350202043287843,0.09967668215957863,,,0.19236135837555238,0.1665986764502543,,,0.2164196887784307,0.04735901586499999,,,0.20790580871707068,0.07344498677505104,,,0.0658041415516549,0.009135499044047543,,,0.033828075020217875,-0.5051659203019204,,,-1.878203572376033e-05,8.682842744430672e-05,,,-0.00010721860658892278,0.00010721860658892278,,
2017-04-05,0.0026755712227922337,-0.0013377856113959054,0.07588217273529893,,0.009889416258635958,0.0074528934123053526,0.07954530468902776,,0.11202600561297778,0.1243753290663763,0.2117026877725558,,0.19407887050390518,0.20438394327402318,0.4139204229331066,,0.14648253744290685,0.03744666370720969,-0.09196460057505827,,0.16609866239896365,0.048586683558879726,-0.06440560378735252,,0.062235587237573824,0.017700029397842026,0.05338557253865271,,0.1384695870827582,-0.468631599280085,-0.4514920412698408,,-1.7242524598855514e-05,9.514178751877592e-05,7.020170729539632e-05,,-5.360930329446139e-05,-6.89262470928665e-05,0.0005897023362391188,
2017-04-06,-0.014492677456790842,-0.012263034771130648,0.0807130652208961,,0.0035831218328390905,0.004586395946034039,0.08083522854884989,,0.03881215942496901,0.12172904546921988,0.22846248388788293,,0.008587560641765208,0.12709589749813266,0.5204061748910014,,0.09912352157790687,0.07213989625947691,-0.04901107455796517,,0.09378359849737392,0.08135444688928825,0.018078765975398637,,0.03540005879568425,0.026121817579073395,0.07836545273722019,,0.0956206920571494,-0.5407981593232168,-0.43299936025878855,,-1.2316088999210515e-05,0.00011392382324253623,8.251779629460684e-05,,0.0001225355503873279,-3.063388759685374e-05,0.0005514099767431061,
2017-04-07,-0.014121070342514074,0.0006688928056980584,0.07885502964951245,,0.0037264467061526255,0.00981775382197914,0.07581885798287515,,0.009703039856242096,0.14466350331124658,0.21258478230494127,,0.006870048513412411,0.12537838536977863,0.49979602935076417,,0.17952371130220968,0.02643293908744131,-0.16024969321761617,,0.18078765975397354,0.02372838034271001,-0.08926390700352385,,0.037541191384132776,0.01684357636246274,0.06052268116681485,,0.07036239604205329,-0.4357056062604061,-0.48396699328924997,,3.417714697275247e-05,0.00011238431211765944,6.435156502079162e-05,,0.00011487707848812533,3.829235949605629e-05,0.0005973608081383649,
2017-04-10,-0.010404999199747222,0.0007432142285533278,0.07097695882684692,,0.005446345185915454,0.01705565992431414,0.06836596457056979,,-0.0035283781295425234,0.1349604634550045,0.2399297128088966,,0.018892633411884435,0.13396594601154507,0.5101011021208828,,0.11894822589348902,0.042402839786105234,-0.0776467585693611,,0.13446082194201803,0.02259845746924709,-0.005649614367311372,,0.03768393355669609,0.0061379134202193325,0.07608157797620836,,0.13982271008356698,-0.416761884249084,-0.48802636229167623,,4.403001817209848e-05,7.78992629199204e-05,7.759136069493384e-05,,0.00016848638178263025,-7.658471899206904e-05,0.0005667269205415112,
2017-04-11,-0.013154891845394727,0.0038647139884776,0.0738011728953497,,0.0009316116765381309,0.016840672614343785,0.0664310787808368,,-0.018523985180098717,0.15172025957033164,0.2364013346793541,,-0.06354794874906694,0.17003370070696114,0.5805190993833615,,0.11233999112162751,-0.06277823033267448,-0.09967420780889473,,0.12768128470124374,-0.058755989420041156,-0.021468534595784176,,0.030261340583407525,-0.01712906070758917,0.07022914890111545,,0.1497456120894975,-0.3188859871905875,-0.3752661122242833,,5.7577716071227244e-05,7.45123384451242e-05,4.5261627072016734e-05,,0.00014551096608497906,-9.956013468972024e-05,0.0005973608081383214,
2017-04-12,0.0112968562740113,-0.0021553212628049254,0.053883031570119325,,0.014977449261267423,0.015120774134580958,0.0510953173362855,,0.0035283781295425234,0.14201721971408954,0.21434897136971284,,-0.010305072770119227,0.14770604303836987,0.4860559323239381,,0.06387960279465178,-0.014868528236686617,-0.053416564405872835,,0.08248436976274956,0.002259845746925833,0.021468534595785783,,0.009278241216610859,-0.005281460384840046,0.07807996839209376,,0.2724287641628216,-0.2967849781773781,-0.34685052920730053,,0.00011053689876776805,9.883661421853066e-05,1.878203572376033e-05,,0.0002986804040691607,1.53169437984051e-05,0.0005360930329446574,
2017-04-13,0.006168678096993064,-0.000743214228553539,0.05380871014726385,,0.008671154835470554,0.01734230967094121,0.054821764042438124,,-0.0008820945323854742,0.14113512518170343,0.1922966080600716,,-0.04980785172224089,0.23358164945602747,0.4534232018852289,,0.017071273160639666,0.019824704315581372,-0.04790970209598786,,0.02372838034271001,0.06440560378735252,0.031637840456944004,,0.00913549904404734,0.0021411325884485195,0.07722351535671447,,0.30580579818276965,-0.3215922331922044,-0.45104100026957167,,8.713632966929328e-05,0.00015395111248992142,3.109812472297084e-05,,0.0003216558197668119,7.65847189920255e-06,0.0004748252577509935,
2017-04-17,0.008844249319785086,-0.021181605513771004,0.055443781450081255,,0.010964352808487624,0.009172791892068079,0.05396181480255671,,-0.017641890647712617,0.09261992590049296,0.19758917525438568,,-0.07213550939083214,0.14942355516672268,0.42937803208828484,,0.0501124470199417,0.08260293464825585,-0.04405489847906963,,0.05762606654657985,0.13107105332163088,0.012429151608085661,,0.011419373805059379,0.00842178818123137,0.06894446934804621,,0.40954522824477163,-0.2458173451469167,-0.5520741843299561,,7.543604512005589e-05,0.0001813544105131095,2.0321546848665147e-05,,0.0003676066511620707,3.063388759685374e-05,0.0005973608081383214,
2017-04-18,0.008101035091231548,-0.01612774875960825,0.051133138924472035,,0.005374682749258636,0.010032741131949494,0.05288687825270504,,-0.00793885079147052,0.09791249309480705,0.1922966080600716,,-0.10133321557283459,0.23186413732767344,0.44998817762852206,,0.08040018972430202,0.11839753966249958,0.0022027449239538336,,0.1005631357381482,0.1853073512478236,0.04406699206503127,,0.03340166837979885,0.029404887548028037,0.06723156327728724,,0.39195462923425833,-0.17365078510378484,-0.4767503372849376,,0.00010684207206801329,0.00017612007268844992,-2.0321546848665147e-05,,0.000413557482557286,7.658471899206904e-05,0.0005284345610454549,
